YEAR,COLLECTION_DATE,COLLECTION,NTRT,NDEP,ARM,PLOTID,DEPTH_INTERVAL_AT_TOP_OF_THE_WATER_TABLE,NO3N_CONCENTRATION,NH4N_CONCENTRATION,DISSOLVED_INORGANIC_N_CONCENTRATION,DISSOLVED_ORGANIC_N_CONCENTRATION
2012,2012-06-22,15,15,18.1,3,19,0-20,0.01,0.08,0.09,0.83
2012,2012-06-22,15,20,23.1,3,20,0-20,0.001,0.07,0.07,0.77
2012,2012-06-22,15,25,28.1,3,21,20-40,0,0.15,0.15,0.71
2012,2012-06-27,16,C,2,1,1,0-20,0,0.09,0.09,0.66
2012,2012-06-27,16,0,3.1,1,2,20-40,0,0.08,0.08,0.73
2012,2012-06-27,16,5,8.1,1,3,20-40,0,0.19,0.19,0.77
2012,2012-06-27,16,10,13.1,1,4,0-20,0,0.1,0.1,0.72
2012,2012-06-27,16,15,18.1,1,5,0-20,0,0.09,0.09,0.59
2012,2012-06-27,16,20,23.1,1,6,20-40,0,0.07,0.07,0.59
2012,2012-06-27,16,25,28.1,1,7,0-20,0,0.12,0.12,0.73
2012,2012-06-27,16,C,2,2,8,20-40,0,0.09,0.09,0.8
2012,2012-06-27,16,0,3.1,2,9,20-40,0,0.1,0.1,0.85
2012,2012-06-27,16,5,8.1,2,10,20-40,0,0.05,0.05,0.75
2012,2012-06-27,16,10,13.1,2,11,0-20,0,0.07,0.07,0.83
2012,2012-06-27,16,15,18.1,2,12,0-20,0.001,0.22,0.22,0.62
2012,2012-06-27,16,20,23.1,2,13,20-40,0,0.14,0.14,0.63
2012,2012-06-27,16,25,28.1,2,14,20-40,0,0.11,0.11,0.86
2012,2012-06-27,16,C,2,3,15,0-20,0,0.08,0.08,0.8
2012,2012-06-27,16,0,3.1,3,16,20-40,0,0.04,0.04,0.71
2012,2012-06-27,16,5,8.1,3,17,0-20,0,0.04,0.04,0.69
2012,2012-06-27,16,10,13.1,3,18,0-20,0.039,0.05,0.09,0.76
2012,2012-06-27,16,15,18.1,3,19,0-20,0,0.09,0.09,0.82
2012,2012-06-27,16,20,23.1,3,20,0-20,0.031,0.1,0.13,0.62
2012,2012-06-27,16,25,28.1,3,21,20-40,0,0.12,0.12,0.68
2012,2012-07-07,17,C,2,1,1,0-20,0.005,0.12,0.13,0.82
2012,2012-07-07,17,0,3.1,1,2,0-20,0.009,0.09,0.1,0.85
2012,2012-07-07,17,5,8.1,1,3,0-20,0.002,0.09,0.09,0.77
2012,2012-07-07,17,10,13.1,1,4,0-20,0.002,0.08,0.09,0.88
2012,2012-07-07,17,15,18.1,1,5,0-20,0,0.03,0.03,0.72
2012,2012-07-07,17,20,23.1,1,6,0-20,0.004,0.1,0.1,0.85
2012,2012-07-07,17,25,28.1,1,7,0-20,0,0.07,0.07,0.8
2012,2012-07-07,17,C,2,2,8,0-20,0.016,0.07,0.09,0.34
2012,2012-07-07,17,0,3.1,2,9,0-20,0.003,0.13,0.13,0.74
2012,2012-07-07,17,5,8.1,2,10,0-20,0,0.17,0.17,0.85
2012,2012-07-07,17,10,13.1,2,11,0-20,0,0.15,0.15,0.85
2012,2012-07-07,17,15,18.1,2,12,0-20,0,0.05,0.05,0.73
2012,2012-07-07,17,20,23.1,2,13,0-20,0.009,0.08,0.09,0.79
2012,2012-07-07,17,25,28.1,2,14,0-20,0.031,0.09,0.12,0.81
2012,2012-07-07,17,C,2,3,15,0-20,0,0.08,0.08,0.86
2012,2012-07-07,17,0,3.1,3,16,0-20,0,0.28,0.28,0.94
2012,2012-07-07,17,5,8.1,3,17,0-20,0,0.06,0.06,0.83
2012,2012-07-07,17,10,13.1,3,18,0-20,0.02,0.11,0.13,0.55
2012,2012-07-07,17,15,18.1,3,19,0-20,0,0.06,0.06,0.78
2012,2012-07-07,17,20,23.1,3,20,0-20,0.006,0.05,0.05,0.79
2012,2012-07-07,17,25,28.1,3,21,0-20,0.009,0.08,0.09,0.78
2012,2012-07-12,18,C,2,1,1,0-20,0,0.12,0.12,0.48
2012,2012-07-12,18,0,3.1,1,2,0-20,0,0.12,0.12,0.74
2012,2012-07-12,18,5,8.1,1,3,0-20,0,0.08,0.08,0.78
2012,2012-07-12,18,10,13.1,1,4,0-20,0,0.06,0.06,0.74
2012,2012-07-12,18,15,18.1,1,5,0-20,0.004,0.07,0.08,0.56
2012,2012-07-12,18,20,23.1,1,6,0-20,0.004,0.09,0.09,0.48
2012,2012-07-12,18,25,28.1,1,7,0-20,0.04,0.12,0.16,0.83
2012,2012-07-12,18,C,2,2,8,0-20,0,0.05,0.05,0.62
2012,2012-07-12,18,0,3.1,2,9,20-40,0,0.07,0.07,0.61
2012,2012-07-12,18,5,8.1,2,10,0-20,0,0.08,0.08,0.75
2012,2012-07-12,18,10,13.1,2,11,0-20,0.001,0.15,0.16,0.92
2012,2012-07-12,18,15,18.1,2,12,0-20,0.006,0.12,0.13,0.81
2012,2012-07-12,18,20,23.1,2,13,0-20,0.01,0.11,0.12,0.82
2012,2012-07-12,18,25,28.1,2,14,0-20,0.011,0.09,0.1,0.78
2012,2012-07-12,18,C,2,3,15,0-20,0.012,0.13,0.14,0.49
2012,2012-07-12,18,0,3.1,3,16,0-20,0,0.21,0.21,0.49
2012,2012-07-12,18,5,8.1,3,17,0-20,0.015,0.08,0.1,0.78
2012,2012-07-12,18,10,13.1,3,18,0-20,0,0.07,0.07,0.8
2012,2012-07-12,18,15,18.1,3,19,0-20,0,0.08,0.08,0.74
2012,2012-07-12,18,20,23.1,3,20,0-20,0,0.1,0.1,0.69
2012,2012-07-12,18,25,28.1,3,21,0-20,0.009,0.12,0.13,0.7
2012,2012-08-02,19,C,2,1,1,0-20,0.015,0.06,0.08,0.51
2012,2012-08-02,19,0,3.1,1,2,0-20,0.009,0.07,0.08,0.45
2012,2012-08-02,19,5,8.1,1,3,0-20,0.009,0.04,0.05,0.71
2012,2012-08-02,19,10,13.1,1,4,0-20,0.016,0.05,0.06,0.84
2012,2012-08-02,19,15,18.1,1,5,0-20,0.022,0.1,0.12,0.77
2012,2012-08-02,19,20,23.1,1,6,0-20,0.011,0.07,0.09,0.59
2012,2012-08-02,19,25,28.1,1,7,0-20,0.007,0.03,0.03,0.3
2012,2012-08-02,19,C,2,2,8,0-20,0.008,0.05,0.06,0.81
2012,2012-08-02,19,0,3.1,2,9,0-20,0.008,0.06,0.07,0.79
2012,2012-08-02,19,5,8.1,2,10,0-20,0.007,0.02,0.03,0.83
2012,2012-08-02,19,10,13.1,2,11,0-20,0.009,0.04,0.05,0.81
2012,2012-08-02,19,15,18.1,2,12,0-20,0.007,0.06,0.07,0.78
2012,2012-08-02,19,20,23.1,2,13,0-20,0.011,0.05,0.06,0.85
2012,2012-08-02,19,25,28.1,2,14,0-20,0.012,0.07,0.08,0.84
2012,2012-08-02,19,C,2,3,15,0-20,0.008,0.05,0.06,0.84
2012,2012-08-02,19,0,3.1,3,16,0-20,0.006,0.05,0.05,0.43
2012,2012-08-02,19,5,8.1,3,17,0-20,0.006,0.05,0.06,0.87
2012,2012-08-02,19,10,13.1,3,18,0-20,0.005,0.04,0.05,0.38
2012,2012-08-02,19,15,18.1,3,19,0-20,0.005,0.04,0.05,0.46
2012,2012-08-02,19,20,23.1,3,20,0-20,0.006,0.05,0.06,0.8
2012,2012-08-02,19,25,28.1,3,21,0-20,0.017,0.06,0.08,0.56
2012,2012-09-12,20,C,2,1,1,0-20,0,0.04,0.04,0.64
2012,2012-09-12,20,0,3.1,1,2,0-20,0,0.05,0.05,0.63
2012,2012-09-12,20,5,8.1,1,3,0-20,0,0.07,0.07,0.57
2012,2012-09-12,20,10,13.1,1,4,0-20,0,0.01,0.01,0.52
2012,2012-09-12,20,15,18.1,1,5,0-20,0,0.02,0.02,0.36
2012,2012-09-12,20,20,23.1,1,6,0-20,0,0.05,0.05,0.37
2012,2012-09-12,20,25,28.1,1,7,0-20,0,0.05,0.05,0.69
2012,2012-09-12,20,C,2,2,8,0-20,0,0.07,0.07,0.85
2012,2012-09-12,20,0,3.1,2,9,0-20,0,0.05,0.05,0.67
2012,2012-09-12,20,5,8.1,2,10,0-20,0,0.05,0.05,0.74
2012,2012-09-12,20,10,13.1,2,11,0-20,0,0.04,0.04,0.64
2012,2012-09-12,20,15,18.1,2,12,0-20,0,0.03,0.03,0.48
2012,2012-09-12,20,20,23.1,2,13,0-20,0,0.04,0.04,0.68
2012,2012-09-12,20,25,28.1,2,14,0-20,0,0.05,0.05,0.68
2012,2012-09-12,20,C,2,3,15,0-20,0.011,0.12,0.13,0.78
2012,2012-09-12,20,0,3.1,3,16,0-20,0.007,0.14,0.14,0.72
2012,2012-09-12,20,5,8.1,3,17,0-20,0.01,0.11,0.12,0.81
2012,2012-09-12,20,10,13.1,3,18,0-20,0.003,0.07,0.07,0.68
2012,2012-09-12,20,15,18.1,3,19,0-20,0.006,0.09,0.1,0.67
2012,2012-09-12,20,20,23.1,3,20,0-20,0.006,0.08,0.09,0.77
2012,2012-09-12,20,25,28.1,3,21,0-20,0.007,0.09,0.1,0.65
2012,2001-10-18,21,C,2,1,1,0-20,0.004,0.09,0.1,0.63
2012,2001-10-18,21,0,3.1,1,2,0-20,0.011,0.1,0.11,0.51
2012,2001-10-18,21,5,8.1,1,3,0-20,0.007,0.06,0.07,0.11
2012,2001-10-18,21,10,13.1,1,4,0-20,0.015,0.11,0.13,0.55
2012,2001-10-18,21,15,18.1,1,5,0-20,0.006,0.09,0.1,0.64
2012,2001-10-18,21,20,23.1,1,6,0-20,0.021,0.13,0.15,0.57
2012,2001-10-18,21,25,28.1,1,7,0-20,0.01,0.12,0.13,0.66
2012,2001-10-18,21,C,2,2,8,0-20,0,0.02,0.02,0.74
2012,2001-10-18,21,0,3.1,2,9,20-40,0.004,0.08,0.09,0.82
2012,2001-10-18,21,5,8.1,2,10,0-20,0.001,0.05,0.05,0.77
2012,2001-10-18,21,10,13.1,2,11,0-20,0.005,0.07,0.07,0.78
2012,2001-10-18,21,15,18.1,2,12,0-20,0.003,0.06,0.06,0.67
2012,2001-10-18,21,20,23.1,2,13,0-20,0.002,0.05,0.06,0.71
2012,2001-10-18,21,25,28.1,2,14,0-20,0.005,0.05,0.06,0.46
2012,2001-10-18,21,C,2,3,15,0-20,0.003,0.05,0.05,0.28
2012,2001-10-18,21,0,3.1,3,16,0-20,0.003,0.07,0.07,0.6
2012,2001-10-18,21,5,8.1,3,17,0-20,0.004,0.07,0.07,0.76
2012,2001-10-18,21,10,13.1,3,18,0-20,0.004,0.06,0.06,0.73
2012,2001-10-18,21,15,18.1,3,19,0-20,0.005,0.07,0.07,0.8
2012,2001-10-18,21,20,23.1,3,20,0-20,0.007,0.06,0.07,0.74
2012,2001-10-18,21,25,28.1,3,21,0-20,0.007,0.07,0.07,0.73
2013,2013-06-06,22,C,2,1,1,0-20,0.015,0.21,0.23,1.1
2013,2013-06-06,22,0,3.1,1,2,0-20,0.018,0.16,0.18,0.53
2013,2013-06-06,22,5,8.1,1,3,0-20,0.013,0.2,0.22,0.69
2013,2013-06-06,22,10,13.1,1,4,0-20,0.015,0.13,0.14,0.7
2013,2013-06-06,22,15,18.1,1,5,0-20,0.009,0.08,0.09,0.86
2013,2013-06-06,22,20,23.1,1,6,0-20,0.03,0.54,0.57,0.4
2013,2013-06-06,22,25,28.1,1,7,0-20,0.004,0.08,0.08,1.23
2013,2013-06-06,22,C,2,2,8,0-20,0.061,0.34,0.4,1.24
2013,2013-06-06,22,0,3.1,2,9,0-20,0.013,0.26,0.28,0.95
2013,2013-06-06,22,5,8.1,2,10,0-20,0.015,0.14,0.15,1.34
2013,2013-06-06,22,10,13.1,2,11,0-20,0.011,0.21,0.22,1.17
2013,2013-06-06,22,15,18.1,2,12,0-20,0.012,0.17,0.18,1.26
2013,2013-06-06,22,20,23.1,2,13,0-20,0.005,0.07,0.08,1.4
2013,2013-06-06,22,25,28.1,2,14,0-20,0.006,0.09,0.09,1.15
2013,2013-06-06,22,C,2,3,15,0-20,0.043,0.24,0.28,0.47
2013,2013-06-06,22,0,3.1,3,16,0-20,0.012,0.13,0.14,-99999
2013,2013-06-06,22,5,8.1,3,17,0-20,0.032,0.32,0.35,0.8
2013,2013-06-06,22,10,13.1,3,18,0-20,0.033,0.3,0.34,1.02
2013,2013-06-06,22,15,18.1,3,19,0-20,0.004,0.19,0.19,0.55
2013,2013-06-06,22,20,23.1,3,20,0-20,0.029,0.27,0.3,1.23
2013,2013-06-06,22,25,28.1,3,21,0-20,0.014,0.19,0.21,0.88
2013,2013-07-06,23,C,2,1,1,0-20,0.012,0.15,0.16,1.18
2013,2013-07-06,23,0,3.1,1,2,0-20,0.01,0.1,0.11,1.06
2013,2013-07-06,23,5,8.1,1,3,0-20,0.023,0.17,0.2,1.15
2013,2013-07-06,23,10,13.1,1,4,0-20,0.019,0.15,0.17,1.25
2013,2013-07-06,23,15,18.1,1,5,0-20,0.004,0.08,0.08,1.1
2013,2013-07-06,23,20,23.1,1,6,0-20,0.022,0.13,0.15,1.05
2013,2013-07-06,23,25,28.1,1,7,0-20,0.013,0.09,0.11,0.9
2013,2013-07-06,23,C,2,2,8,0-20,0.033,0.26,0.29,0.95
2013,2013-07-06,23,0,3.1,2,9,0-20,0,0.07,0.07,0.7
2013,2013-07-06,23,5,8.1,2,10,0-20,0.007,0.13,0.14,0.77
2013,2013-07-06,23,10,13.1,2,11,0-20,0,0.04,0.04,0.26
2013,2013-07-06,23,15,18.1,2,12,0-20,0.003,0.12,0.12,0.64
2013,2013-07-06,23,20,23.1,2,13,0-20,0.021,0.13,0.16,0.47
2013,2013-07-06,23,25,28.1,2,14,0-20,0,0.06,0.06,0.58
2013,2013-07-06,23,C,2,3,15,0-20,0.011,0.19,0.2,0.97
2013,2013-07-06,23,0,3.1,3,16,0-20,0,0.12,0.12,0.77
2013,2013-07-06,23,5,8.1,3,17,0-20,0.001,0.11,0.11,0.81
2013,2013-07-06,23,10,13.1,3,18,0-20,0.005,0.18,0.19,0.9
2013,2013-07-06,23,15,18.1,3,19,0-20,0.018,0.22,0.24,0.8
2013,2013-07-06,23,20,23.1,3,20,0-20,0.016,0.17,0.18,0.8
2013,2013-07-06,23,25,28.1,3,21,0-20,0.009,0.1,0.11,0.58
2013,2013-08-09,24,C,2,1,1,0-20,0.02,0.18,0.2,0.74
2013,2013-08-09,24,0,3.1,1,2,0-20,0,0.03,0.03,0.64
2013,2013-08-09,24,5,8.1,1,3,0-20,0,0.02,0.02,0.65
2013,2013-08-09,24,10,13.1,1,4,0-20,0.051,0.1,0.15,0.81
2013,2013-08-09,24,15,18.1,1,5,0-20,0.007,0.12,0.12,0.72
2013,2013-08-09,24,20,23.1,1,6,0-20,0.012,0.16,0.17,0.72
2013,2013-08-09,24,25,28.1,1,7,0-20,0.009,0.13,0.14,0.82
2013,2013-08-09,24,C,2,2,8,0-20,0.02,0.17,0.19,0.7
2013,2013-08-09,24,0,3.1,2,9,0-20,0,0.09,0.09,0.78
2013,2013-08-09,24,5,8.1,2,10,0-20,0.005,0.2,0.21,1.01
2013,2013-08-09,24,10,13.1,2,11,0-20,0.017,0.24,0.25,0.88
2013,2013-08-09,24,15,18.1,2,12,0-20,0.039,0.15,0.19,0.83
2013,2013-08-09,24,20,23.1,2,13,0-20,0.006,0.16,0.16,0.75
2013,2013-08-09,24,25,28.1,2,14,0-20,0.004,0.11,0.12,0.63
2013,2013-08-09,24,C,2,3,15,0-20,0.027,0.04,0.07,0.87
2013,2013-08-09,24,0,3.1,3,16,0-20,0,0.04,0.04,0.81
2013,2013-08-09,24,5,8.1,3,17,0-20,0.013,0.04,0.06,0.81
2013,2013-08-09,24,10,13.1,3,18,0-20,0,0.04,0.04,0.76
2013,2013-08-09,24,15,18.1,3,19,0-20,0,0.06,0.06,0.69
2013,2013-08-09,24,20,23.1,3,20,0-20,0.027,0.03,0.06,0.75
2013,2013-08-09,24,25,28.1,3,21,0-20,0.03,0.03,0.06,0.7
2014,2014-06-08,25,C,2,1,1,0-20,0.001,0.14,0.14,1.03
2014,2014-06-08,25,0,3.1,1,2,0-20,0.015,0.08,0.1,1.13
2014,2014-06-08,25,5,8.1,1,3,0-20,0.011,0.09,0.1,1
2014,2014-06-08,25,10,13.1,1,4,0-20,0.014,0.08,0.09,1.12
2014,2014-06-08,25,15,18.1,1,5,0-20,0.025,0.05,0.08,1.07
2014,2014-06-08,25,20,23.1,1,6,0-20,0.024,0,0.02,1.08
2014,2014-06-08,25,25,28.1,1,7,0-20,0.002,0,0,0.91
2014,2014-06-08,25,C,2,2,8,0-20,0.02,0.08,0.1,1.08
2014,2014-06-08,25,0,3.1,2,9,0-20,0.038,0.05,0.09,1.09
2014,2014-06-08,25,5,8.1,2,10,0-20,0.067,0.08,0.15,0.81
2014,2014-06-08,25,10,13.1,2,11,0-20,0.009,0.02,0.03,1.24
2014,2014-06-08,25,15,18.1,2,12,0-20,0.027,0.04,0.07,1
2014,2014-06-08,25,20,23.1,2,13,0-20,0.026,0.01,0.04,0.98
2014,2014-06-08,25,25,28.1,2,14,0-20,0.034,0.04,0.07,1.05
2014,2014-06-08,25,C,2,3,15,0-20,0.012,0.04,0.05,0.83
2014,2014-06-08,25,0,3.1,3,16,0-20,0.024,0.09,0.11,1.07
2014,2014-06-08,25,5,8.1,3,17,0-20,0.022,0.05,0.07,0.82
2014,2014-06-08,25,10,13.1,3,18,0-20,0.013,0.04,0.05,0.99
2014,2014-06-08,25,15,18.1,3,19,0-20,0.018,0.06,0.08,1.07
2014,2014-06-08,25,20,23.1,3,20,0-20,0,0.03,0.03,1.03
2014,2014-06-08,25,25,28.1,3,21,0-20,0.01,0.06,0.07,1
2014,2014-07-05,26,C,2,1,1,0-20,0,0.09,0.09,0.65
2014,2014-07-05,26,0,3.1,1,2,0-20,0,0.1,0.1,0.83
2014,2014-07-05,26,5,8.1,1,3,0-20,0,0.12,0.12,0.7
2014,2014-07-05,26,10,13.1,1,4,0-20,0.015,0.14,0.16,0.76
2014,2014-07-05,26,15,18.1,1,5,0-20,0,0.13,0.13,0.75
2014,2014-07-05,26,20,23.1,1,6,0-20,0,0.13,0.13,-99999
2014,2014-07-05,26,25,28.1,1,7,0-20,0.007,0.17,0.18,0.77
2014,2014-07-05,26,C,2,2,8,0-20,0,0.11,0.11,0.66
2014,2014-07-05,26,0,3.1,2,9,0-20,0,0.16,0.16,0.87
2014,2014-07-05,26,5,8.1,2,10,0-20,0.003,0.06,0.06,0.46
2014,2014-07-05,26,10,13.1,2,11,0-20,0,0.05,0.05,0.79
2014,2014-07-05,26,15,18.1,2,12,0-20,0.002,0.14,0.14,0.76
2014,2014-07-05,26,20,23.1,2,13,0-20,0.009,0.12,0.13,0.69
2014,2014-07-05,26,25,28.1,2,14,0-20,0.007,0.09,0.1,0.76
2014,2014-07-05,26,C,2,3,15,0-20,0.003,0.15,0.15,0.96
2014,2014-07-05,26,0,3.1,3,16,0-20,0,0.11,0.11,0.76
2014,2014-07-05,26,5,8.1,3,17,0-20,0,0.07,0.07,0.61
2014,2014-07-05,26,10,13.1,3,18,0-20,0,0.11,0.11,0.88
2014,2014-07-05,26,15,18.1,3,19,0-20,0.004,0.11,0.11,0.82
2014,2014-07-05,26,20,23.1,3,20,0-20,0.007,0.12,0.13,0.87
2014,2014-07-05,26,25,28.1,3,21,0-20,0.014,0.1,0.11,0.84
2014,2014-08-07,27,C,2,1,1,0-20,0,0.15,0.15,0.61
2014,2014-08-07,27,0,3.1,1,2,20-40,0,0.08,0.08,-99999
2014,2014-08-07,27,5,8.1,1,3,0-20,0.001,0.11,0.11,0.88
2014,2014-08-07,27,10,13.1,1,4,0-20,0.002,0.1,0.1,1.02
2014,2014-08-07,27,15,18.1,1,5,0-20,0.003,0.12,0.12,0.67
2014,2014-08-07,27,20,23.1,1,6,0-20,0.008,0.17,0.18,1.08
2014,2014-08-07,27,25,28.1,1,7,0-20,0.009,0.2,0.21,1.18
2014,2014-08-07,27,C,2,2,8,20-40,0,0.03,0.03,0.84
2014,2014-08-07,27,0,3.1,2,9,20-40,0.001,0.19,0.19,1.12
2014,2014-08-07,27,5,8.1,2,10,0-20,0.001,0.11,0.11,0.79
2014,2014-08-07,27,10,13.1,2,11,0-20,0.004,0.21,0.21,1.1
2014,2014-08-07,27,15,18.1,2,12,0-20,0,0.06,0.06,0.94
2014,2014-08-07,27,20,23.1,2,13,0-20,0,0.02,0.02,0.88
2014,2014-08-07,27,25,28.1,2,14,0-20,0,0.05,0.05,0.9
2014,2014-08-07,27,C,2,3,15,0-20,0,0.17,0.17,-99999
2014,2014-08-07,27,0,3.1,3,16,0-20,0,0.13,0.13,1.08
2014,2014-08-07,27,5,8.1,3,17,0-20,0,0.04,0.04,1.02
2014,2014-08-07,27,10,13.1,3,18,0-20,0.016,0.21,0.23,1.43
2014,2014-08-07,27,15,18.1,3,19,0-20,0,0.05,0.05,1.23
2014,2014-08-07,27,20,23.1,3,20,0-20,0.003,0.15,0.15,1.26
2014,2014-08-07,27,25,28.1,3,21,0-20,0,0.07,0.07,1.27
2015,2015-06-05,28,C,2,1,1,0-20,0.01,0.15,0.16,0.65
2015,2015-06-05,28,0,3.1,1,2,20-40,0.009,0.16,0.17,0.59
2015,2015-06-05,28,5,8.1,1,3,20-40,0.014,0.3,0.31,1.32
2015,2015-06-05,28,10,13.1,1,4,20-40,0.01,0.11,0.12,0.61
2015,2015-06-05,28,15,18.1,1,5,20-40,0.008,0.13,0.14,0.63
2015,2015-06-05,28,20,23.1,1,6,20-40,0.067,0.19,0.26,0.72
2015,2015-06-05,28,25,28.1,1,7,0-20,0.255,0.1,0.35,0.8
2015,2015-06-05,28,C,2,2,8,40-60,0.007,0.18,0.19,0.99
2015,2015-06-05,28,0,3.1,2,9,40-60,0.002,0.2,0.2,0.97
2015,2015-06-05,28,5,8.1,2,10,20-40,0.005,0.22,0.23,0.77
2015,2015-06-05,28,10,13.1,2,11,0-20,0.007,0.08,0.09,0.3
2015,2015-06-05,28,15,18.1,2,12,0-20,0.005,0.51,0.52,1.32
2015,2015-06-05,28,20,23.1,2,13,0-20,0.007,0.18,0.19,-99999
2015,2015-06-05,28,25,28.1,2,14,0-20,-99999,-99999,-99999,-99999
2015,2015-06-05,28,C,2,3,15,0-20,0.01,0.2,0.21,0.85
2015,2015-06-05,28,0,3.1,3,16,20-40,0.011,0.16,0.17,0.9
2015,2015-06-05,28,5,8.1,3,17,0-20,0.021,0.21,0.23,2.29
2015,2015-06-05,28,10,13.1,3,18,20-40,0.002,0.17,0.17,0.96
2015,2015-06-05,28,15,18.1,3,19,20-40,0.006,0.2,0.2,0.62
2015,2015-06-05,28,20,23.1,3,20,0-20,0.192,0.19,0.38,1.03
2015,2015-06-05,28,25,28.1,3,21,20-40,0.03,0.25,0.28,1.09
2015,2015-07-05,29,C,2,1,1,20-40,0.033,0.17,0.2,0.81
2015,2015-07-05,29,0,3.1,1,2,20-40,0.014,0.18,0.19,0.74
2015,2015-07-05,29,5,8.1,1,3,20-40,0.011,0.21,0.22,1.3
2015,2015-07-05,29,10,13.1,1,4,20-40,0.081,0.13,0.21,0.67
2015,2015-07-05,29,15,18.1,1,5,20-40,0.099,0.14,0.24,0.63
2015,2015-07-05,29,20,23.1,1,6,20-40,0.009,0.17,0.18,0.58
2015,2015-07-05,29,25,28.1,1,7,20-40,0.008,0.12,0.13,0.33
2015,2015-07-05,29,C,2,2,8,20-40,0.015,0.36,0.38,0.42
2015,2015-07-05,29,0,3.1,2,9,40-60,0.023,0.09,0.11,1.27
2015,2015-07-05,29,5,8.1,2,10,20-40,0.01,0.22,0.23,0.58
2015,2015-07-05,29,10,13.1,2,11,20-40,0.008,0.16,0.16,0.67
2015,2015-07-05,29,15,18.1,2,12,20-40,0.601,0.71,1.31,-99999
2015,2015-07-05,29,20,23.1,2,13,20-40,0.007,0.14,0.15,0.94
2015,2015-07-05,29,25,28.1,2,14,20-40,0.733,0.36,1.09,0.03
2015,2015-07-05,29,C,2,3,15,20-40,0.014,0.26,0.28,0.86
2015,2015-07-05,29,0,3.1,3,16,20-40,0.023,0.4,0.42,0.25
2015,2015-07-05,29,5,8.1,3,17,20-40,0,0.24,0.24,0.61
2015,2015-07-05,29,10,13.1,3,18,20-40,0.059,0.49,0.55,-99999
2015,2015-07-05,29,15,18.1,3,19,20-40,0.063,0.18,0.25,0.78
2015,2015-07-05,29,20,23.1,3,20,20-40,0.093,0.34,0.43,0.87
2015,2015-07-05,29,25,28.1,3,21,20-40,0.074,0.18,0.25,1.52
2015,2015-08-06,30,C,2,1,1,0-20,0.008,0.15,0.15,0.73
2015,2015-08-06,30,0,3.1,1,2,20-40,0.006,0.13,0.14,0.46
2015,2015-08-06,30,5,8.1,1,3,0-20,0.012,0.31,0.32,0.04
2015,2015-08-06,30,10,13.1,1,4,0-20,0.012,0.17,0.19,0.27
2015,2015-08-06,30,15,18.1,1,5,0-20,0.014,0.14,0.16,0.35
2015,2015-08-06,30,20,23.1,1,6,0-20,0.012,0.11,0.12,0.27
2015,2015-08-06,30,25,28.1,1,7,0-20,0.01,0.21,0.22,-99999
2015,2015-08-06,30,C,2,2,8,20-40,0.129,0.28,0.4,-99999
2015,2015-08-06,30,0,3.1,2,9,20-40,0.007,0.28,0.28,-99999
2015,2015-08-06,30,5,8.1,2,10,20-40,0.083,0.18,0.26,-99999
2015,2015-08-06,30,10,13.1,2,11,0-20,0.057,0.28,0.34,-99999
2015,2015-08-06,30,15,18.1,2,12,0-20,0.081,0.25,0.34,-99999
2015,2015-08-06,30,20,23.1,2,13,0-20,0.008,0.12,0.12,-99999
2015,2015-08-06,30,25,28.1,2,14,0-20,0.043,0.38,0.43,-99999
2015,2015-08-06,30,C,2,3,15,0-20,0.014,0.11,0.13,-99999
2015,2015-08-06,30,0,3.1,3,16,0-20,0.002,0.22,0.22,-99999
2015,2015-08-06,30,5,8.1,3,17,0-20,0.005,0.14,0.15,-99999
2015,2015-08-06,30,10,13.1,3,18,0-20,0.006,0.16,0.16,-99999
2015,2015-08-06,30,15,18.1,3,19,0-20,0,0.15,0.15,-99999
2015,2015-08-06,30,20,23.1,3,20,0-20,0.008,0.13,0.13,-99999
2015,2015-08-06,30,25,28.1,3,21,0-20,0.006,0.11,0.12,-99999
